Customer_ID,Segment,City,State,Country,Zipcode
6313,Consumer,Phoenix,AZ,EE. UU.,85032.0
6314,Home Office,Vega Baja,PR,Puerto Rico,693.0
6315,Home Office,Carlsbad,CA,EE. UU.,92009.0
6316,Home Office,Caguas,PR,Puerto Rico,725.0
6318,Consumer,Caguas,PR,Puerto Rico,725.0
6319,Consumer,San Jose,CA,EE. UU.,95125.0
6320,Consumer,Caguas,PR,Puerto Rico,725.0
6321,Consumer,West New York,NJ,EE. UU.,7093.0
6322,Consumer,Hanford,CA,EE. UU.,93230.0
6323,Consumer,Brighton,MA,EE. UU.,2135.0
6324,Consumer,Caguas,PR,Puerto Rico,725.0
6325,Consumer,Zanesville,OH,EE. UU.,43701.0
6326,Consumer,Cleveland,OH,EE. UU.,44118.0
6327,Corporate,Caguas,PR,Puerto Rico,725.0
6328,Corporate,Los Angeles,CA,EE. UU.,90066.0
6329,Corporate,Caguas,PR,Puerto Rico,725.0
6330,Consumer,Pasadena,MD,EE. UU.,21122.0
6331,Consumer,Caguas,PR,Puerto Rico,725.0
6332,Consumer,West Covina,CA,EE. UU.,91790.0
6333,Consumer,Memphis,TN,EE. UU.,38128.0
6334,Consumer,Caguas,PR,Puerto Rico,725.0
6335,Consumer,Methuen,MA,EE. UU.,1844.0
6336,Consumer,Caguas,PR,Puerto Rico,725.0
6337,Consumer,Madison,WI,EE. UU.,53704.0
6338,Consumer,Caguas,PR,Puerto Rico,725.0
6339,Consumer,Porterville,CA,EE. UU.,93257.0
6340,Consumer,Albuquerque,NM,EE. UU.,87105.0
6341,Corporate,Caguas,PR,Puerto Rico,725.0
6342,Corporate,El Paso,TX,EE. UU.,79912.0
6343,Corporate,Virginia Beach,VA,EE. UU.,23462.0
6344,Corporate,Caguas,PR,Puerto Rico,725.0
6345,Corporate,Rio Grande,PR,Puerto Rico,745.0
6346,Corporate,Caguas,PR,Puerto Rico,725.0
6347,Home Office,Greensboro,NC,EE. UU.,27406.0
6348,Home Office,Caguas,PR,Puerto Rico,725.0
6349,Home Office,Lewisville,TX,EE. UU.,75067.0
6350,Home Office,Caguas,PR,Puerto Rico,725.0
6351,Home Office,Lancaster,PA,EE. UU.,17601.0
6352,Home Office,Caguas,PR,Puerto Rico,725.0
6353,Corporate,Decatur,GA,EE. UU.,30032.0
6354,Corporate,Visalia,CA,EE. UU.,93277.0
6355,Home Office,Caguas,PR,Puerto Rico,725.0
6356,Consumer,Annapolis,MD,EE. UU.,21401.0
6357,Home Office,Carol Stream,IL,EE. UU.,60188.0
6358,Home Office,Caguas,PR,Puerto Rico,725.0
6359,Home Office,Carol Stream,IL,EE. UU.,60188.0
6360,Consumer,Caguas,PR,Puerto Rico,725.0
6361,Consumer,Sugar Land,TX,EE. UU.,77479.0
6362,Consumer,Plano,TX,EE. UU.,75093.0
6363,Home Office,Caguas,PR,Puerto Rico,725.0
6364,Consumer,San Bernardino,CA,EE. UU.,92410.0
6365,Consumer,Caguas,PR,Puerto Rico,725.0
6366,Consumer,La Habra,CA,EE. UU.,90631.0
6367,Consumer,South Richmond Hill,NY,EE. UU.,11419.0
6368,Consumer,Caguas,PR,Puerto Rico,725.0
6369,Corporate,Greensboro,NC,EE. UU.,27406.0
6370,Corporate,Provo,UT,EE. UU.,84604.0
6371,Home Office,Caguas,PR,Puerto Rico,725.0
6372,Consumer,Woodside,NY,EE. UU.,11377.0
6373,Corporate,Frankfort,KY,EE. UU.,40601.0
6374,Corporate,Caguas,PR,Puerto Rico,725.0
6375,Corporate,Levittown,NY,EE. UU.,11756.0
6376,Corporate,North Tonawanda,NY,EE. UU.,14120.0
6377,Consumer,Caguas,PR,Puerto Rico,725.0
6378,Home Office,Aurora,IL,EE. UU.,60506.0
6379,Home Office,Caguas,PR,Puerto Rico,725.0
6380,Consumer,Chicago,IL,EE. UU.,60617.0
6381,Corporate,Roseville,MI,EE. UU.,48066.0
6382,Corporate,Caguas,PR,Puerto Rico,725.0
6383,Corporate,San Pedro,CA,EE. UU.,90731.0
6384,Corporate,Caguas,PR,Puerto Rico,725.0
6385,Corporate,Reseda,CA,EE. UU.,91335.0
6386,Corporate,Folsom,CA,EE. UU.,95630.0
6387,Consumer,San Benito,TX,EE. UU.,78586.0
6388,Consumer,Caguas,PR,Puerto Rico,725.0
6389,Home Office,Portland,OR,EE. UU.,97223.0
6390,Home Office,Caguas,PR,Puerto Rico,725.0
6391,Consumer,Jackson Heights,NY,EE. UU.,11372.0
6392,Corporate,Washington,DC,EE. UU.,20019.0
6393,Consumer,Greenville,NC,EE. UU.,27834.0
6394,Consumer,Caguas,PR,Puerto Rico,725.0
6395,Home Office,Hyattsville,MD,EE. UU.,20783.0
6396,Consumer,Caguas,PR,Puerto Rico,725.0
6397,Consumer,Oregon City,OR,EE. UU.,97045.0
6398,Consumer,Caguas,PR,Puerto Rico,725.0
6399,Consumer,Chicago,IL,EE. UU.,60638.0
6400,Consumer,Miami,FL,EE. UU.,33126.0
6401,Consumer,Caguas,PR,Puerto Rico,725.0
6402,Consumer,Jamaica,NY,EE. UU.,11432.0
6403,Home Office,Modesto,CA,EE. UU.,95355.0
6404,Home Office,Buena Park,CA,EE. UU.,90620.0
6405,Home Office,Caguas,PR,Puerto Rico,725.0
6406,Home Office,Washington,DC,EE. UU.,20009.0
6407,Home Office,Rochester,NY,EE. UU.,14609.0
6408,Home Office,Caguas,PR,Puerto Rico,725.0
6409,Home Office,Sanford,NC,EE. UU.,27330.0
6410,Home Office,Sheboygan,WI,EE. UU.,53081.0
6411,Home Office,Caguas,PR,Puerto Rico,725.0
6412,Home Office,Las Vegas,NV,EE. UU.,89103.0
6413,Corporate,Caguas,PR,Puerto Rico,725.0
6414,Corporate,Ponce,PR,Puerto Rico,728.0
6415,Consumer,Lindenhurst,NY,EE. UU.,11757.0
6416,Home Office,Caguas,PR,Puerto Rico,725.0
6417,Consumer,Houston,TX,EE. UU.,77015.0
6418,Consumer,Caguas,PR,Puerto Rico,725.0
6419,Corporate,San Pedro,CA,EE. UU.,90731.0
6420,Consumer,Morganton,NC,EE. UU.,28655.0
6421,Consumer,Caguas,PR,Puerto Rico,725.0
6422,Corporate,Ontario,CA,EE. UU.,91762.0
6423,Consumer,San Diego,CA,EE. UU.,92104.0
6424,Corporate,Caguas,PR,Puerto Rico,725.0
6425,Home Office,Orlando,FL,EE. UU.,32808.0
6426,Home Office,Caguas,PR,Puerto Rico,725.0
6427,Home Office,Union,NJ,EE. UU.,7083.0
6428,Consumer,Caguas,PR,Puerto Rico,725.0
6429,Consumer,Chicago,IL,EE. UU.,60615.0
6430,Consumer,Caguas,PR,Puerto Rico,725.0
6431,Consumer,Placentia,CA,EE. UU.,92870.0
6432,Consumer,Caguas,PR,Puerto Rico,725.0
6433,Corporate,Irvington,NJ,EE. UU.,7111.0
6434,Consumer,Caguas,PR,Puerto Rico,725.0
6435,Consumer,Salinas,CA,EE. UU.,93905.0
6436,Corporate,Dallas,TX,EE. UU.,75231.0
6437,Corporate,Caguas,PR,Puerto Rico,725.0
6438,Consumer,Cincinnati,OH,EE. UU.,45238.0
6439,Corporate,Lancaster,SC,EE. UU.,29720.0
6440,Consumer,Caguas,PR,Puerto Rico,725.0
6441,Consumer,Metairie,LA,EE. UU.,70003.0
6442,Consumer,Caguas,PR,Puerto Rico,725.0
6443,Consumer,Tempe,AZ,EE. UU.,85281.0
6444,Consumer,Caguas,PR,Puerto Rico,725.0
6445,Home Office,Strongsville,OH,EE. UU.,44136.0
6446,Corporate,Caguas,PR,Puerto Rico,725.0
6447,Consumer,Crystal Lake,IL,EE. UU.,60014.0
6448,Corporate,Caguas,PR,Puerto Rico,725.0
6449,Consumer,Corona,CA,EE. UU.,92882.0
6450,Consumer,Fresno,CA,EE. UU.,93727.0
6451,Consumer,Greenville,NC,EE. UU.,27858.0
6452,Consumer,Caguas,PR,Puerto Rico,725.0
6453,Corporate,Brooklyn,NY,EE. UU.,11209.0
6454,Corporate,Albuquerque,NM,EE. UU.,87105.0
6455,Consumer,Caguas,PR,Puerto Rico,725.0
6456,Consumer,Las Vegas,NV,EE. UU.,89119.0
6457,Consumer,Jersey City,NJ,EE. UU.,7307.0
6458,Consumer,Reynoldsburg,OH,EE. UU.,43068.0
6459,Home Office,Caguas,PR,Puerto Rico,725.0
6460,Home Office,Morganton,NC,EE. UU.,28655.0
6461,Consumer,Salem,OR,EE. UU.,97303.0
6462,Consumer,Indianapolis,IN,EE. UU.,46227.0
6463,Consumer,Carlsbad,CA,EE. UU.,92009.0
6464,Consumer,Caguas,PR,Puerto Rico,725.0
6465,Consumer,Massapequa,NY,EE. UU.,11758.0
6466,Consumer,Caguas,PR,Puerto Rico,725.0
6467,Consumer,Tucson,AZ,EE. UU.,85746.0
6468,Consumer,Caguas,PR,Puerto Rico,725.0
6469,Consumer,Bayonne,NJ,EE. UU.,7002.0
6470,Consumer,Revere,MA,EE. UU.,2151.0
6471,Consumer,Caguas,PR,Puerto Rico,725.0
6472,Consumer,Waipahu,HI,EE. UU.,96797.0
6473,Consumer,Long Beach,CA,EE. UU.,90806.0
6474,Corporate,Caguas,PR,Puerto Rico,725.0
6475,Home Office,Chicago,IL,EE. UU.,60647.0
6476,Consumer,Washington,DC,EE. UU.,20002.0
6477,Consumer,Caguas,PR,Puerto Rico,725.0
6478,Consumer,New York,NY,EE. UU.,10040.0
6479,Consumer,Caguas,PR,Puerto Rico,725.0
6480,Corporate,Chula Vista,CA,EE. UU.,91910.0
6481,Consumer,Cayey,PR,Puerto Rico,736.0
6482,Consumer,Caguas,PR,Puerto Rico,725.0
6483,Consumer,Baltimore,MD,EE. UU.,21224.0
6484,Consumer,Caguas,PR,Puerto Rico,725.0
6485,Consumer,Pompano Beach,FL,EE. UU.,33063.0
6486,Consumer,Aurora,CO,EE. UU.,80012.0
6487,Consumer,Caguas,PR,Puerto Rico,725.0
6488,Consumer,Bristol,CT,EE. UU.,6010.0
6489,Home Office,Caguas,PR,Puerto Rico,725.0
6490,Home Office,West Jordan,UT,EE. UU.,84084.0
6491,Home Office,Caguas,PR,Puerto Rico,725.0
6492,Corporate,Provo,UT,EE. UU.,84604.0
6493,Corporate,Caguas,PR,Puerto Rico,725.0
6494,Corporate,Arecibo,PR,Puerto Rico,612.0
6495,Corporate,San Bernardino,CA,EE. UU.,92410.0
6496,Home Office,Caguas,PR,Puerto Rico,725.0
6497,Home Office,Aguadilla,PR,Puerto Rico,603.0
6498,Home Office,Caguas,PR,Puerto Rico,725.0
6499,Home Office,Denver,CO,EE. UU.,80219.0
6500,Consumer,Mesquite,TX,EE. UU.,75149.0
6501,Consumer,Fairfield,OH,EE. UU.,45014.0
6502,Home Office,Caguas,PR,Puerto Rico,725.0
6503,Corporate,Costa Mesa,CA,EE. UU.,92626.0
6504,Corporate,Jacksonville,FL,EE. UU.,32225.0
6505,Corporate,Caguas,PR,Puerto Rico,725.0
6506,Consumer,Brooklyn,NY,EE. UU.,11229.0
6507,Consumer,Caguas,PR,Puerto Rico,725.0
6508,Corporate,Hamilton,OH,EE. UU.,45011.0
6509,Corporate,Caguas,PR,Puerto Rico,725.0
6510,Corporate,Cumberland,MD,EE. UU.,21502.0
6511,Corporate,Caguas,PR,Puerto Rico,725.0
6512,Corporate,Mission,TX,EE. UU.,78572.0
6513,Consumer,Sugar Land,TX,EE. UU.,77479.0
6514,Consumer,Tampa,FL,EE. UU.,33624.0
6515,Corporate,Caguas,PR,Puerto Rico,725.0
6516,Consumer,Las Cruces,NM,EE. UU.,88005.0
6517,Consumer,Caguas,PR,Puerto Rico,725.0
6518,Consumer,Warren,MI,EE. UU.,48093.0
6519,Consumer,Caguas,PR,Puerto Rico,725.0
6520,Consumer,Daly City,CA,EE. UU.,94015.0
6521,Consumer,Chillicothe,OH,EE. UU.,45601.0
6523,Consumer,Caguas,PR,Puerto Rico,725.0
6524,Consumer,Bronx,NY,EE. UU.,10458.0
6525,Consumer,San Diego,CA,EE. UU.,92102.0
6526,Consumer,Caguas,PR,Puerto Rico,725.0
6527,Consumer,San Jose,CA,EE. UU.,95112.0
6528,Consumer,Compton,CA,EE. UU.,90220.0
6529,Consumer,Caguas,PR,Puerto Rico,725.0
6530,Consumer,Chicago,IL,EE. UU.,60628.0
6531,Consumer,San Marcos,CA,EE. UU.,92069.0
6532,Consumer,Phoenix,AZ,EE. UU.,85022.0
6533,Home Office,Caguas,PR,Puerto Rico,725.0
6534,Consumer,Massillon,OH,EE. UU.,44646.0
6535,Consumer,Caguas,PR,Puerto Rico,725.0
6536,Consumer,San Francisco,CA,EE. UU.,94112.0
6537,Corporate,Mission Viejo,CA,EE. UU.,92691.0
6538,Corporate,Mililani,HI,EE. UU.,96789.0
6539,Consumer,Caguas,PR,Puerto Rico,725.0
6540,Consumer,Phoenix,AZ,EE. UU.,85032.0
6541,Consumer,Brentwood,NY,EE. UU.,11717.0
6542,Consumer,Apopka,FL,EE. UU.,32703.0
6543,Consumer,Caguas,PR,Puerto Rico,725.0
6544,Consumer,Pekin,IL,EE. UU.,61554.0
6545,Consumer,Caguas,PR,Puerto Rico,725.0
6546,Consumer,East Lansing,MI,EE. UU.,48823.0
6547,Consumer,Caguas,PR,Puerto Rico,725.0
6548,Consumer,San Diego,CA,EE. UU.,92129.0
6549,Consumer,Caguas,PR,Puerto Rico,725.0
6550,Consumer,Brooklyn,NY,EE. UU.,11213.0
6551,Consumer,Fresno,CA,EE. UU.,93702.0
6552,Consumer,Caguas,PR,Puerto Rico,725.0
6553,Corporate,Waukegan,IL,EE. UU.,60085.0
6554,Corporate,Pomona,CA,EE. UU.,91767.0
6555,Home Office,Caguas,PR,Puerto Rico,725.0
6556,Home Office,Fontana,CA,EE. UU.,92335.0
6557,Corporate,Tempe,AZ,EE. UU.,85281.0
6558,Corporate,Caguas,PR,Puerto Rico,725.0
6559,Corporate,San Sebastian,PR,Puerto Rico,685.0
6560,Corporate,Caguas,PR,Puerto Rico,725.0
6561,Corporate,San Benito,TX,EE. UU.,78586.0
6562,Consumer,Caguas,PR,Puerto Rico,725.0
6563,Consumer,Katy,TX,EE. UU.,77450.0
6564,Corporate,Caguas,PR,Puerto Rico,725.0
6565,Home Office,Powder Springs,GA,EE. UU.,30127.0
6566,Corporate,Caguas,PR,Puerto Rico,725.0
6567,Consumer,Fontana,CA,EE. UU.,92336.0
6568,Consumer,Joliet,IL,EE. UU.,60435.0
6569,Consumer,Caguas,PR,Puerto Rico,725.0
6570,Consumer,Mentor,OH,EE. UU.,44060.0
6571,Consumer,Dundalk,MD,EE. UU.,21222.0
6572,Consumer,Caguas,PR,Puerto Rico,725.0
6573,Home Office,Brockton,MA,EE. UU.,2301.0
6574,Corporate,Lakewood,NJ,EE. UU.,8701.0
6575,Consumer,Pompano Beach,FL,EE. UU.,33068.0
6576,Consumer,Caguas,PR,Puerto Rico,725.0
6577,Consumer,Stafford,VA,EE. UU.,22554.0
6578,Consumer,Laredo,TX,EE. UU.,78040.0
6579,Consumer,Caguas,PR,Puerto Rico,725.0
6580,Consumer,Tempe,AZ,EE. UU.,85281.0
6581,Consumer,Virginia Beach,VA,EE. UU.,23455.0
6582,Consumer,Caguas,PR,Puerto Rico,725.0
6583,Consumer,Moline,IL,EE. UU.,61265.0
6584,Consumer,Caguas,PR,Puerto Rico,725.0
6585,Consumer,San Diego,CA,EE. UU.,92129.0
6586,Consumer,Caguas,PR,Puerto Rico,725.0
6587,Consumer,Lancaster,PA,EE. UU.,17602.0
6588,Consumer,Caguas,PR,Puerto Rico,725.0
6589,Consumer,Bensalem,PA,EE. UU.,19020.0
6590,Consumer,Caguas,PR,Puerto Rico,725.0
6591,Home Office,Philadelphia,PA,EE. UU.,19145.0
6592,Consumer,Caguas,PR,Puerto Rico,725.0
6593,Corporate,Miami,FL,EE. UU.,33165.0
6594,Consumer,Caguas,PR,Puerto Rico,725.0
6595,Corporate,New York,NY,EE. UU.,10003.0
6596,Corporate,Caguas,PR,Puerto Rico,725.0
6597,Corporate,Wheaton,IL,EE. UU.,60187.0
6598,Consumer,Zanesville,OH,EE. UU.,43701.0
6599,Consumer,Caguas,PR,Puerto Rico,725.0
6600,Consumer,Escondido,CA,EE. UU.,92026.0
6601,Corporate,Fort Lauderdale,FL,EE. UU.,33324.0
6602,Corporate,Caguas,PR,Puerto Rico,725.0
6603,Corporate,Rancho Cucamonga,CA,EE. UU.,91730.0
6604,Consumer,Caguas,PR,Puerto Rico,725.0
6605,Consumer,Philadelphia,PA,EE. UU.,19120.0
6606,Home Office,Palmdale,CA,EE. UU.,93550.0
6607,Home Office,Caguas,PR,Puerto Rico,725.0
6608,Home Office,Pompano Beach,FL,EE. UU.,33068.0
6609,Consumer,Caguas,PR,Puerto Rico,725.0
6610,Consumer,Buffalo,NY,EE. UU.,14215.0
6611,Home Office,Caguas,PR,Puerto Rico,725.0
6612,Home Office,Wyandotte,MI,EE. UU.,48192.0
6614,Consumer,Carmichael,CA,EE. UU.,95608.0
6615,Consumer,Olathe,KS,EE. UU.,66062.0
6616,Corporate,San Marcos,CA,EE. UU.,92069.0
6617,Consumer,Caguas,PR,Puerto Rico,725.0
6618,Consumer,Huntington Beach,CA,EE. UU.,92647.0
6619,Home Office,San Diego,CA,EE. UU.,92115.0
6620,Consumer,Bountiful,UT,EE. UU.,84010.0
6621,Consumer,Caguas,PR,Puerto Rico,725.0
6622,Consumer,Canoga Park,CA,EE. UU.,91304.0
6623,Corporate,Aurora,CO,EE. UU.,80011.0
6624,Consumer,Raleigh,NC,EE. UU.,27610.0
6625,Consumer,Caguas,PR,Puerto Rico,725.0
6626,Consumer,Ontario,CA,EE. UU.,91761.0
6627,Corporate,Aguadilla,PR,Puerto Rico,603.0
6628,Home Office,Hickory,NC,EE. UU.,28601.0
6629,Home Office,Caguas,PR,Puerto Rico,725.0
6630,Home Office,Plainfield,NJ,EE. UU.,7060.0
6631,Home Office,Catonsville,MD,EE. UU.,21228.0
6632,Consumer,Raleigh,NC,EE. UU.,27610.0
6633,Consumer,Caguas,PR,Puerto Rico,725.0
6634,Corporate,Toa Alta,PR,Puerto Rico,953.0
6635,Corporate,Los Angeles,CA,EE. UU.,90057.0
6636,Home Office,Caguas,PR,Puerto Rico,725.0
6637,Consumer,Saint Paul,MN,EE. UU.,55124.0
6638,Corporate,Caguas,PR,Puerto Rico,725.0
6639,Corporate,Winnetka,CA,EE. UU.,91306.0
6640,Corporate,Eugene,OR,EE. UU.,97405.0
6641,Consumer,Caguas,PR,Puerto Rico,725.0
6642,Consumer,Florissant,MO,EE. UU.,63031.0
6643,Consumer,Caguas,PR,Puerto Rico,725.0
6644,Consumer,Quincy,MA,EE. UU.,2169.0
6645,Consumer,Caguas,PR,Puerto Rico,725.0
6646,Consumer,Madison,WI,EE. UU.,53704.0
6647,Consumer,Caguas,PR,Puerto Rico,725.0
6648,Corporate,Vega Baja,PR,Puerto Rico,693.0
6649,Consumer,Detroit,MI,EE. UU.,48234.0
6650,Consumer,Orlando,FL,EE. UU.,32825.0
6651,Consumer,Caguas,PR,Puerto Rico,725.0
6652,Consumer,San Jose,CA,EE. UU.,95111.0
6653,Consumer,Hagerstown,MD,EE. UU.,21740.0
6654,Consumer,Irving,TX,EE. UU.,75060.0
6655,Corporate,Pekin,IL,EE. UU.,61554.0
6656,Corporate,Caguas,PR,Puerto Rico,725.0
6657,Consumer,San Diego,CA,EE. UU.,92104.0
6658,Consumer,Plano,TX,EE. UU.,75023.0
6659,Corporate,Caguas,PR,Puerto Rico,725.0
6660,Home Office,Spring Valley,CA,EE. UU.,91977.0
6661,Home Office,Caguas,PR,Puerto Rico,725.0
6662,Consumer,Troy,NY,EE. UU.,12180.0
6663,Consumer,Caguas,PR,Puerto Rico,725.0
6664,Consumer,Portland,OR,EE. UU.,97229.0
6665,Consumer,Caguas,PR,Puerto Rico,725.0
6666,Consumer,Painesville,OH,EE. UU.,44077.0
6667,Consumer,Caguas,PR,Puerto Rico,725.0
6668,Consumer,Los Angeles,CA,EE. UU.,90019.0
6669,Corporate,Los Angeles,CA,EE. UU.,90047.0
6670,Corporate,West Chester,PA,EE. UU.,19380.0
6671,Corporate,Caguas,PR,Puerto Rico,725.0
6672,Corporate,Fort Lauderdale,FL,EE. UU.,33324.0
6673,Consumer,Caguas,PR,Puerto Rico,725.0
6674,Consumer,Jackson Heights,NY,EE. UU.,11372.0
6675,Home Office,Caguas,PR,Puerto Rico,725.0
6676,Consumer,Milwaukee,WI,EE. UU.,53215.0
6677,Corporate,Los Angeles,CA,EE. UU.,90016.0
6678,Consumer,Caguas,PR,Puerto Rico,725.0
6679,Consumer,Sunnyvale,CA,EE. UU.,94086.0
6680,Corporate,Perth Amboy,NJ,EE. UU.,8861.0
6681,Corporate,Caguas,PR,Puerto Rico,725.0
6682,Corporate,Raleigh,NC,EE. UU.,27610.0
6683,Home Office,Caguas,PR,Puerto Rico,725.0
6684,Home Office,Spokane,WA,EE. UU.,99205.0
6685,Consumer,Caguas,PR,Puerto Rico,725.0
6686,Consumer,Saint Paul,MN,EE. UU.,55104.0
6687,Consumer,Caguas,PR,Puerto Rico,725.0
6688,Corporate,Los Angeles,CA,EE. UU.,90003.0
6689,Corporate,Tallahassee,FL,EE. UU.,32303.0
6690,Corporate,Caguas,PR,Puerto Rico,725.0
6691,Home Office,Miami,FL,EE. UU.,33125.0
6692,Home Office,Caguas,PR,Puerto Rico,725.0
6693,Home Office,Wyoming,MI,EE. UU.,49509.0
6694,Corporate,Caguas,PR,Puerto Rico,725.0
6695,Corporate,Bronx,NY,EE. UU.,10456.0
6696,Corporate,Alpharetta,GA,EE. UU.,30022.0
6697,Home Office,Carlisle,PA,EE. UU.,17013.0
6698,Home Office,Amarillo,TX,EE. UU.,79109.0
6699,Consumer,Caguas,PR,Puerto Rico,725.0
6700,Consumer,Eagle Pass,TX,EE. UU.,78852.0
6701,Consumer,Endicott,NY,EE. UU.,13760.0
6702,Consumer,Caguas,PR,Puerto Rico,725.0
6703,Consumer,Columbus,GA,EE. UU.,31907.0
6704,Consumer,Oregon City,OR,EE. UU.,97045.0
6705,Consumer,Vista,CA,EE. UU.,92084.0
6706,Consumer,Caguas,PR,Puerto Rico,725.0
6707,Corporate,Norfolk,VA,EE. UU.,23503.0
6708,Corporate,Virginia Beach,VA,EE. UU.,23455.0
6709,Corporate,Caguas,PR,Puerto Rico,725.0
6710,Corporate,Santa Fe,NM,EE. UU.,87505.0
6711,Corporate,Yauco,PR,Puerto Rico,698.0
6712,Consumer,Caguas,PR,Puerto Rico,725.0
6713,Consumer,San Diego,CA,EE. UU.,92129.0
6714,Consumer,Smyrna,GA,EE. UU.,30080.0
6715,Consumer,Caguas,PR,Puerto Rico,725.0
6716,Consumer,Cordova,TN,EE. UU.,38018.0
6717,Consumer,Caguas,PR,Puerto Rico,725.0
6718,Corporate,Pittsburg,CA,EE. UU.,94565.0
6719,Corporate,Encinitas,CA,EE. UU.,92024.0
6720,Consumer,Caguas,PR,Puerto Rico,725.0
6721,Corporate,North Hills,CA,EE. UU.,91343.0
6722,Corporate,Normal,IL,EE. UU.,61761.0
6723,Corporate,Caguas,PR,Puerto Rico,725.0
6724,Corporate,Chicago,IL,EE. UU.,60641.0
6725,Corporate,Philadelphia,PA,EE. UU.,19134.0
6726,Corporate,Caguas,PR,Puerto Rico,725.0
6727,Corporate,Ridgewood,NY,EE. UU.,11385.0
6728,Corporate,Caguas,PR,Puerto Rico,725.0
6729,Corporate,Bridgeton,NJ,EE. UU.,8302.0
6730,Corporate,Caguas,PR,Puerto Rico,725.0
6731,Corporate,Norwalk,CA,EE. UU.,90650.0
6732,Consumer,Honolulu,HI,EE. UU.,96816.0
6733,Consumer,Caguas,PR,Puerto Rico,725.0
6734,Home Office,Hialeah,FL,EE. UU.,33015.0
6735,Corporate,Caguas,PR,Puerto Rico,725.0
6736,Corporate,San Diego,CA,EE. UU.,92129.0
6737,Consumer,Moreno Valley,CA,EE. UU.,92557.0
6738,Consumer,Caguas,PR,Puerto Rico,725.0
6739,Consumer,Lake Forest,CA,EE. UU.,92630.0
6740,Corporate,Zanesville,OH,EE. UU.,43701.0
6741,Corporate,Winter Park,FL,EE. UU.,32792.0
6742,Corporate,Caguas,PR,Puerto Rico,725.0
6743,Consumer,Dallas,TX,EE. UU.,75227.0
6744,Corporate,Caguas,PR,Puerto Rico,725.0
6745,Corporate,Chicago,IL,EE. UU.,60645.0
6746,Home Office,Caguas,PR,Puerto Rico,725.0
6747,Home Office,San Diego,CA,EE. UU.,92154.0
6748,Home Office,Greensboro,NC,EE. UU.,27406.0
6749,Home Office,Sheboygan,WI,EE. UU.,53081.0
6750,Consumer,Caguas,PR,Puerto Rico,725.0
6751,Consumer,Los Angeles,CA,EE. UU.,90002.0
6752,Consumer,Caguas,PR,Puerto Rico,725.0
6753,Home Office,Winter Park,FL,EE. UU.,32792.0
6754,Home Office,Caguas,PR,Puerto Rico,725.0
6755,Home Office,Passaic,NJ,EE. UU.,7055.0
6756,Home Office,Metairie,LA,EE. UU.,70003.0
6757,Consumer,Caguas,PR,Puerto Rico,725.0
6758,Consumer,Santa Ana,CA,EE. UU.,92707.0
6759,Consumer,Caguas,PR,Puerto Rico,725.0
6760,Consumer,Oceanside,CA,EE. UU.,92054.0
6761,Consumer,Orange Park,FL,EE. UU.,32073.0
6762,Home Office,Caguas,PR,Puerto Rico,725.0
6763,Corporate,Los Angeles,CA,EE. UU.,90063.0
6764,Home Office,Caguas,PR,Puerto Rico,725.0
6765,Home Office,Silver Spring,MD,EE. UU.,20906.0
6766,Consumer,Fort Washington,MD,EE. UU.,20744.0
6767,Consumer,Caguas,PR,Puerto Rico,725.0
6768,Consumer,Laguna Hills,CA,EE. UU.,92653.0
6769,Home Office,Walnut,CA,EE. UU.,91789.0
6770,Home Office,Caguas,PR,Puerto Rico,725.0
6771,Consumer,Tucson,AZ,EE. UU.,85713.0
6772,Consumer,Caguas,PR,Puerto Rico,725.0
6773,Corporate,San Jose,CA,EE. UU.,95112.0
6774,Consumer,Caguas,PR,Puerto Rico,725.0
6775,Consumer,Mayaguez,PR,Puerto Rico,680.0
6776,Consumer,San Diego,CA,EE. UU.,92105.0
6777,Consumer,Cumberland,MD,EE. UU.,21502.0
6778,Consumer,Caguas,PR,Puerto Rico,725.0
6779,Corporate,Pacoima,CA,EE. UU.,91331.0
6780,Corporate,Lancaster,SC,EE. UU.,29720.0
6781,Corporate,Caguas,PR,Puerto Rico,725.0
6782,Consumer,Roseburg,OR,EE. UU.,97470.0
6783,Corporate,Caguas,PR,Puerto Rico,725.0
6784,Corporate,O Fallon,MO,EE. UU.,63366.0
6785,Corporate,Caguas,PR,Puerto Rico,725.0
6786,Corporate,San Jose,CA,EE. UU.,95112.0
6787,Corporate,Caguas,PR,Puerto Rico,725.0
6788,Corporate,Lake Forest,CA,EE. UU.,92630.0
6789,Corporate,Pompano Beach,FL,EE. UU.,33068.0
6790,Corporate,Caguas,PR,Puerto Rico,725.0
6791,Consumer,Orlando,FL,EE. UU.,32808.0
6792,Consumer,Caguas,PR,Puerto Rico,725.0
6793,Consumer,Plano,TX,EE. UU.,75023.0
6794,Consumer,Caguas,PR,Puerto Rico,725.0
6795,Consumer,Granada Hills,CA,EE. UU.,91344.0
6796,Consumer,Lenoir,NC,EE. UU.,28645.0
6797,Consumer,Caguas,PR,Puerto Rico,725.0
6798,Consumer,Gaithersburg,MD,EE. UU.,20878.0
6799,Consumer,Caguas,PR,Puerto Rico,725.0
6800,Corporate,West Covina,CA,EE. UU.,91790.0
6801,Consumer,Caguas,PR,Puerto Rico,725.0
6802,Corporate,Alpharetta,GA,EE. UU.,30022.0
6803,Home Office,Louisville,KY,EE. UU.,40214.0
6804,Home Office,Caguas,PR,Puerto Rico,725.0
