Order_Item_ID,Order_ID,Shipping_Mode_ID,Order_Date,Shipping_Date,Days_Shipping_Actual,Days_Shipping_Scheduled,Delivery_Status,Late_Delivery_Risk,Shipping_Delay_Days
823,330,SHP-2,2015-01-05,2015-01-06,1,0,Late delivery,1,1
10355,4146,SHP-2,2015-03-02,2015-03-03,1,0,Late delivery,1,1
10813,4319,SHP-2,2015-03-05,2015-03-05,0,0,Shipping on time,0,0
10352,4145,SHP-2,2015-03-02,2015-03-02,0,0,Shipping on time,0,0
10350,4145,SHP-2,2015-03-02,2015-03-02,0,0,Shipping on time,0,0
138016,55185,SHP-2,2017-03-16,2017-03-17,1,0,Late delivery,1,1
144112,57612,SHP-2,2017-04-20,2017-04-21,1,0,Late delivery,1,1
147666,58990,SHP-2,2017-05-11,2017-05-11,0,0,Shipping on time,0,0
144110,57612,SHP-2,2017-04-20,2017-04-21,1,0,Late delivery,1,1
150534,60157,SHP-2,2017-05-28,2017-05-28,0,0,Shipping on time,0,0
136849,54721,SHP-2,2017-03-09,2017-03-10,1,0,Late delivery,1,1
144109,57612,SHP-2,2017-04-20,2017-04-21,1,0,Late delivery,1,1
138015,55185,SHP-2,2017-03-16,2017-03-17,1,0,Late delivery,1,1
133330,53364,SHP-2,2017-02-17,2017-02-18,1,0,Late delivery,1,1
6072,2431,SHP-2,2015-02-05,2015-02-05,0,0,Shipping on time,0,0
131689,52679,SHP-2,2017-02-07,2017-02-08,1,0,Late delivery,1,1
1042,418,SHP-2,2015-01-07,2015-01-07,0,0,Shipping on time,0,0
9181,3688,SHP-2,2015-02-23,2015-02-24,1,0,Late delivery,1,1
134141,53659,SHP-2,2017-02-22,2017-02-22,0,0,Shipping on time,0,0
9789,3940,SHP-2,2015-02-27,2015-02-28,1,0,Late delivery,1,1
145772,58260,SHP-2,2017-04-30,2017-04-30,0,0,Shipping on time,0,0
149408,59706,SHP-2,2017-05-21,2017-05-22,1,0,Late delivery,1,1
147665,58990,SHP-2,2017-05-11,2017-05-11,0,0,Shipping on time,0,0
6076,2431,SHP-2,2015-02-05,2015-02-05,0,0,Shipping on time,0,0
10821,4321,SHP-2,2015-03-05,2015-03-05,0,0,Shipping on time,0,0
4160,1673,SHP-2,2015-01-25,2015-01-25,0,0,Shipping on time,0,0
4158,1672,SHP-2,2015-01-25,2015-01-25,0,0,Shipping on time,0,0
1097,444,SHP-2,2015-01-07,2015-01-07,0,0,Shipping on time,0,0
148581,59349,SHP-2,2017-05-16,2017-05-16,0,0,Shipping on time,0,0
10351,4145,SHP-2,2015-03-02,2015-03-02,0,0,Shipping on time,0,0
131989,52797,SHP-2,2017-02-09,2017-02-10,1,0,Late delivery,1,1
131986,52797,SHP-2,2017-02-09,2017-02-10,1,0,Late delivery,1,1
136847,54721,SHP-2,2017-03-09,2017-03-10,1,0,Late delivery,1,1
1043,418,SHP-2,2015-01-07,2015-01-07,0,0,Shipping on time,0,0
129253,51730,SHP-2,2017-01-25,2017-01-25,0,0,Shipping on time,0,0
21962,8796,SHP-2,2015-05-09,2015-05-09,0,0,Shipping on time,0,0
151381,60487,SHP-2,2017-06-01,2017-06-02,1,0,Late delivery,1,1
10354,4145,SHP-2,2015-03-02,2015-03-02,0,0,Shipping on time,0,0
819,330,SHP-2,2015-01-05,2015-01-06,1,0,Late delivery,1,1
133331,53364,SHP-2,2017-02-17,2017-02-18,1,0,Late delivery,1,1
132737,53112,SHP-2,2017-02-14,2017-02-14,0,0,Shipping on time,0,0
135742,54289,SHP-2,2017-03-03,2017-03-03,0,0,Shipping on time,0,0
9785,3939,SHP-2,2015-02-27,2015-02-27,0,0,Shipping on time,0,0
10389,4163,SHP-2,2015-03-02,2015-03-03,1,0,Late delivery,1,1
10391,4163,SHP-2,2015-03-02,2015-03-03,1,0,Late delivery,1,1
152583,60990,SHP-2,2017-06-09,2017-06-09,0,0,Shipping on time,0,0
135841,54320,SHP-2,2017-03-03,2017-03-04,1,0,Late delivery,1,1
135840,54320,SHP-2,2017-03-03,2017-03-04,1,0,Late delivery,1,1
147663,58988,SHP-2,2017-05-11,2017-05-11,0,0,Shipping on time,0,0
146025,58352,SHP-2,2017-05-01,2017-05-02,1,0,Late delivery,1,1
17269,6896,SHP-2,2015-04-11,2015-04-12,1,0,Late delivery,1,1
177989,74674,SHP-2,2017-12-26,2017-12-26,0,0,Shipping on time,0,0
177872,74557,SHP-2,2017-12-24,2017-12-24,0,0,Shipping on time,0,0
176390,73075,SHP-2,2017-12-02,2017-12-03,1,0,Late delivery,1,1
178842,75527,SHP-2,2018-01-07,2018-01-08,1,0,Late delivery,1,1
179002,75687,SHP-2,2018-01-09,2018-01-10,1,0,Late delivery,1,1
178569,75254,SHP-2,2018-01-03,2018-01-04,1,0,Late delivery,1,1
58531,23396,SHP-2,2015-12-08,2015-12-09,1,0,Late delivery,1,1
57441,22947,SHP-2,2015-12-01,2015-12-02,1,0,Late delivery,1,1
53219,21278,SHP-2,2015-11-07,2015-11-08,1,0,Late delivery,1,1
77260,30914,SHP-2,2016-03-27,2016-03-27,0,0,Shipping on time,0,0
76762,30733,SHP-2,2016-03-24,2016-03-25,1,0,Late delivery,1,1
72691,29054,SHP-2,2016-02-29,2016-02-29,0,0,Shipping on time,0,0
177287,73972,SHP-2,2017-12-15,2017-12-16,1,0,Late delivery,1,1
57110,22816,SHP-2,2015-11-30,2015-11-30,0,0,Shipping on time,0,0
127497,51011,SHP-2,2017-01-14,2017-01-15,1,0,Late delivery,1,1
68228,27234,SHP-2,2016-02-02,2016-02-03,1,0,Late delivery,1,1
76071,30428,SHP-2,2016-03-20,2016-03-20,0,0,Shipping on time,0,0
127494,51011,SHP-2,2017-01-14,2017-01-15,1,0,Late delivery,1,1
59489,23773,SHP-2,2015-12-14,2015-12-14,0,0,Shipping on time,0,0
72688,29054,SHP-2,2016-02-29,2016-02-29,0,0,Shipping on time,0,0
52947,21171,SHP-2,2015-11-06,2015-11-06,0,0,Shipping on time,0,0
67356,26883,SHP-2,2016-01-28,2016-01-28,0,0,Shipping on time,0,0
56108,22420,SHP-2,2015-11-24,2015-11-24,0,0,Shipping on time,0,0
56107,22420,SHP-2,2015-11-24,2015-11-24,0,0,Shipping on time,0,0
177045,73730,SHP-2,2017-12-12,2017-12-12,0,0,Shipping on time,0,0
177420,74105,SHP-2,2017-12-17,2017-12-18,1,0,Late delivery,1,1
77261,30914,SHP-2,2016-03-27,2016-03-27,0,0,Shipping on time,0,0
62007,24755,SHP-2,2015-12-28,2015-12-28,0,0,Shipping on time,0,0
177060,73745,SHP-2,2017-12-12,2017-12-12,0,0,Shipping on time,0,0
124264,49712,SHP-2,2016-12-26,2016-12-27,1,0,Late delivery,1,1
63797,25469,SHP-2,2016-01-07,2016-01-08,1,0,Late delivery,1,1
56165,22445,SHP-2,2015-11-24,2015-11-25,1,0,Late delivery,1,1
60165,24046,SHP-2,2015-12-18,2015-12-18,0,0,Shipping on time,0,0
61980,24741,SHP-2,2015-12-28,2015-12-28,0,0,Shipping on time,0,0
63800,25469,SHP-2,2016-01-07,2016-01-08,1,0,Late delivery,1,1
62006,24755,SHP-2,2015-12-28,2015-12-28,0,0,Shipping on time,0,0
65063,25993,SHP-2,2016-01-15,2016-01-15,0,0,Shipping on time,0,0
60166,24046,SHP-2,2015-12-18,2015-12-18,0,0,Shipping on time,0,0
63077,25166,SHP-2,2016-01-03,2016-01-03,0,0,Shipping on time,0,0
127566,51039,SHP-2,2017-01-15,2017-01-15,0,0,Shipping on time,0,0
57444,22947,SHP-2,2015-12-01,2015-12-02,1,0,Late delivery,1,1
65060,25993,SHP-2,2016-01-15,2016-01-15,0,0,Shipping on time,0,0
124266,49712,SHP-2,2016-12-26,2016-12-27,1,0,Late delivery,1,1
77659,31072,SHP-2,2016-03-29,2016-03-30,1,0,Late delivery,1,1
66524,26569,SHP-2,2016-01-23,2016-01-24,1,0,Late delivery,1,1
66523,26569,SHP-2,2016-01-23,2016-01-24,1,0,Late delivery,1,1
57443,22947,SHP-2,2015-12-01,2015-12-02,1,0,Late delivery,1,1
57440,22947,SHP-2,2015-12-01,2015-12-02,1,0,Late delivery,1,1
63798,25469,SHP-2,2016-01-07,2016-01-08,1,0,Late delivery,1,1
63075,25166,SHP-2,2016-01-03,2016-01-03,0,0,Shipping on time,0,0
76763,30733,SHP-2,2016-03-24,2016-03-25,1,0,Late delivery,1,1
51008,20433,SHP-2,2015-10-26,2015-10-26,0,0,Shipping on time,0,0
60380,24133,SHP-2,2015-12-19,2015-12-19,0,0,Shipping on time,0,0
177315,74000,SHP-2,2017-12-16,2017-12-16,0,0,Shipping on time,0,0
177294,73979,SHP-2,2017-12-15,2017-12-16,1,0,Late delivery,1,1
180095,76780,SHP-2,2018-01-25,2018-01-26,1,0,Late delivery,1,1
175030,71715,SHP-2,2017-11-12,2017-11-13,1,0,Late delivery,1,1
180100,76785,SHP-2,2018-01-25,2018-01-26,1,0,Late delivery,1,1
179790,76475,SHP-2,2018-01-21,2018-01-21,0,0,Shipping on time,0,0
60993,24383,SHP-2,2015-12-22,2015-12-23,1,0,Late delivery,1,1
104680,41933,SHP-2,2016-09-04,2016-09-04,0,0,Shipping on time,0,0
177241,73926,SHP-2,2017-12-15,2017-12-15,0,0,Shipping on time,0,0
177240,73925,SHP-2,2017-12-15,2017-12-15,0,0,Shipping on time,0,0
60994,24383,SHP-2,2015-12-22,2015-12-23,1,0,Late delivery,1,1
71362,28517,SHP-2,2016-02-21,2016-02-21,0,0,Shipping on time,0,0
77567,31038,SHP-2,2016-03-29,2016-03-29,0,0,Shipping on time,0,0
60991,24383,SHP-2,2015-12-22,2015-12-23,1,0,Late delivery,1,1
71364,28517,SHP-2,2016-02-21,2016-02-21,0,0,Shipping on time,0,0
60992,24383,SHP-2,2015-12-22,2015-12-23,1,0,Late delivery,1,1
89926,36020,SHP-2,2016-06-09,2016-06-10,1,0,Late delivery,1,1
88781,35550,SHP-2,2016-06-02,2016-06-03,1,0,Late delivery,1,1
83191,33304,SHP-2,2016-05-01,2016-05-01,0,0,Shipping on time,0,0
85045,34068,SHP-2,2016-05-12,2016-05-12,0,0,Shipping on time,0,0
102424,41031,SHP-2,2016-08-21,2016-08-22,1,0,Late delivery,1,1
98476,39442,SHP-2,2016-07-29,2016-07-30,1,0,Late delivery,1,1
81416,32550,SHP-2,2016-04-20,2016-04-20,0,0,Shipping on time,0,0
82595,33033,SHP-2,2016-04-27,2016-04-27,0,0,Shipping on time,0,0
88485,35423,SHP-2,2016-06-01,2016-06-01,0,0,Shipping on time,0,0
99082,39718,SHP-2,2016-08-02,2016-08-03,1,0,Late delivery,1,1
93273,37365,SHP-2,2016-06-29,2016-06-29,0,0,Shipping on time,0,0
88780,35550,SHP-2,2016-06-02,2016-06-03,1,0,Late delivery,1,1
95479,38249,SHP-2,2016-07-12,2016-07-12,0,0,Shipping on time,0,0
98825,39592,SHP-2,2016-07-31,2016-08-01,1,0,Late delivery,1,1
102422,41031,SHP-2,2016-08-21,2016-08-22,1,0,Late delivery,1,1
83192,33304,SHP-2,2016-05-01,2016-05-01,0,0,Shipping on time,0,0
103007,41266,SHP-2,2016-08-25,2016-08-25,0,0,Shipping on time,0,0
98479,39442,SHP-2,2016-07-29,2016-07-30,1,0,Late delivery,1,1
98475,39442,SHP-2,2016-07-29,2016-07-30,1,0,Late delivery,1,1
89477,35829,SHP-2,2016-06-07,2016-06-07,0,0,Shipping on time,0,0
102421,41031,SHP-2,2016-08-21,2016-08-22,1,0,Late delivery,1,1
84658,33922,SHP-2,2016-05-10,2016-05-10,0,0,Shipping on time,0,0
93271,37365,SHP-2,2016-06-29,2016-06-29,0,0,Shipping on time,0,0
93270,37365,SHP-2,2016-06-29,2016-06-29,0,0,Shipping on time,0,0
99084,39718,SHP-2,2016-08-02,2016-08-03,1,0,Late delivery,1,1
88784,35551,SHP-2,2016-06-02,2016-06-03,1,0,Late delivery,1,1
89326,35771,SHP-2,2016-06-06,2016-06-06,0,0,Shipping on time,0,0
125695,50300,SHP-2,2017-01-04,2017-01-04,0,0,Shipping on time,0,0
91850,36806,SHP-2,2016-06-21,2016-06-21,0,0,Shipping on time,0,0
102806,41189,SHP-2,2016-08-24,2016-08-24,0,0,Shipping on time,0,0
102808,41189,SHP-2,2016-08-24,2016-08-24,0,0,Shipping on time,0,0
125693,50300,SHP-2,2017-01-04,2017-01-04,0,0,Shipping on time,0,0
102807,41189,SHP-2,2016-08-24,2016-08-24,0,0,Shipping on time,0,0
113246,45325,SHP-2,2016-10-23,2016-10-24,1,0,Late delivery,1,1
110190,44125,SHP-2,2016-10-06,2016-10-06,0,0,Shipping on time,0,0
104202,41735,SHP-2,2016-09-01,2016-09-01,0,0,Shipping on time,0,0
117006,46799,SHP-2,2016-11-14,2016-11-14,0,0,Shipping on time,0,0
114913,45981,SHP-2,2016-11-02,2016-11-02,0,0,Shipping on time,0,0
118036,47223,SHP-2,2016-11-20,2016-11-20,0,0,Shipping on time,0,0
118412,47359,SHP-2,2016-11-22,2016-11-22,0,0,Shipping on time,0,0
42016,16813,SHP-2,2015-09-03,2015-09-03,0,0,Shipping on time,0,0
38221,15288,SHP-2,2015-08-12,2015-08-12,0,0,Shipping on time,0,0
168344,67354,SHP-2,2017-09-10,2017-09-10,0,0,Shipping on time,0,0
159340,63747,SHP-2,2017-07-19,2017-07-20,1,0,Late delivery,1,1
38682,15476,SHP-2,2015-08-14,2015-08-15,1,0,Late delivery,1,1
171258,68488,SHP-2,2017-09-26,2017-09-27,1,0,Late delivery,1,1
38232,15290,SHP-2,2015-08-12,2015-08-12,0,0,Shipping on time,0,0
27044,10808,SHP-2,2015-06-07,2015-06-08,1,0,Late delivery,1,1
167439,66985,SHP-2,2017-09-04,2017-09-05,1,0,Late delivery,1,1
155969,62395,SHP-2,2017-06-29,2017-06-30,1,0,Late delivery,1,1
169161,67660,SHP-2,2017-09-14,2017-09-15,1,0,Late delivery,1,1
113217,45312,SHP-2,2016-10-23,2016-10-23,0,0,Shipping on time,0,0
155968,62395,SHP-2,2017-06-29,2017-06-30,1,0,Late delivery,1,1
29389,11751,SHP-2,2015-06-21,2015-06-22,1,0,Late delivery,1,1
39314,15723,SHP-2,2015-08-18,2015-08-19,1,0,Late delivery,1,1
154796,61923,SHP-2,2017-06-22,2017-06-23,1,0,Late delivery,1,1
9983,4019,SHP-2,2015-02-28,2015-03-01,1,0,Late delivery,1,1
138903,55539,SHP-2,2017-03-21,2017-03-22,1,0,Late delivery,1,1
2308,923,SHP-2,2015-01-14,2015-01-14,0,0,Shipping on time,0,0
149407,59706,SHP-2,2017-05-21,2017-05-22,1,0,Late delivery,1,1
132498,53015,SHP-2,2017-02-12,2017-02-13,1,0,Late delivery,1,1
145775,58260,SHP-2,2017-04-30,2017-04-30,0,0,Shipping on time,0,0
138906,55539,SHP-2,2017-03-21,2017-03-22,1,0,Late delivery,1,1
9982,4019,SHP-2,2015-02-28,2015-03-01,1,0,Late delivery,1,1
19632,7857,SHP-2,2015-04-25,2015-04-26,1,0,Late delivery,1,1
153947,61569,SHP-2,2017-06-17,2017-06-18,1,0,Late delivery,1,1
132739,53112,SHP-2,2017-02-14,2017-02-14,0,0,Shipping on time,0,0
24319,9736,SHP-2,2015-05-23,2015-05-23,0,0,Shipping on time,0,0
133939,53589,SHP-2,2017-02-21,2017-02-21,0,0,Shipping on time,0,0
13337,5335,SHP-2,2015-03-19,2015-03-20,1,0,Late delivery,1,1
144883,57904,SHP-2,2017-04-25,2017-04-25,0,0,Shipping on time,0,0
77655,31072,SHP-2,2016-03-29,2016-03-30,1,0,Late delivery,1,1
60381,24133,SHP-2,2015-12-19,2015-12-19,0,0,Shipping on time,0,0
108695,43520,SHP-2,2016-09-27,2016-09-27,0,0,Shipping on time,0,0
60164,24046,SHP-2,2015-12-18,2015-12-18,0,0,Shipping on time,0,0
60127,24030,SHP-2,2015-12-17,2015-12-18,1,0,Late delivery,1,1
54412,21746,SHP-2,2015-11-14,2015-11-14,0,0,Shipping on time,0,0
63074,25166,SHP-2,2016-01-03,2016-01-03,0,0,Shipping on time,0,0
65998,26367,SHP-2,2016-01-20,2016-01-21,1,0,Late delivery,1,1
109290,43763,SHP-2,2016-09-30,2016-10-01,1,0,Late delivery,1,1
65525,26179,SHP-2,2016-01-18,2016-01-18,0,0,Shipping on time,0,0
65452,26145,SHP-2,2016-01-17,2016-01-18,1,0,Late delivery,1,1
65524,26179,SHP-2,2016-01-18,2016-01-18,0,0,Shipping on time,0,0
65454,26145,SHP-2,2016-01-17,2016-01-18,1,0,Late delivery,1,1
104678,41933,SHP-2,2016-09-04,2016-09-04,0,0,Shipping on time,0,0
98826,39592,SHP-2,2016-07-31,2016-08-01,1,0,Late delivery,1,1
103008,41266,SHP-2,2016-08-25,2016-08-25,0,0,Shipping on time,0,0
102423,41031,SHP-2,2016-08-21,2016-08-22,1,0,Late delivery,1,1
88984,35632,SHP-2,2016-06-04,2016-06-04,0,0,Shipping on time,0,0
95482,38249,SHP-2,2016-07-12,2016-07-12,0,0,Shipping on time,0,0
89932,36022,SHP-2,2016-06-09,2016-06-10,1,0,Late delivery,1,1
89329,35771,SHP-2,2016-06-06,2016-06-06,0,0,Shipping on time,0,0
103006,41266,SHP-2,2016-08-25,2016-08-25,0,0,Shipping on time,0,0
84659,33922,SHP-2,2016-05-10,2016-05-10,0,0,Shipping on time,0,0
116999,46796,SHP-2,2016-11-14,2016-11-14,0,0,Shipping on time,0,0
113780,45532,SHP-2,2016-10-26,2016-10-27,1,0,Late delivery,1,1
117008,46799,SHP-2,2016-11-14,2016-11-14,0,0,Shipping on time,0,0
116199,46475,SHP-2,2016-11-09,2016-11-09,0,0,Shipping on time,0,0
113105,45271,SHP-2,2016-10-22,2016-10-23,1,0,Late delivery,1,1
109285,43761,SHP-2,2016-09-30,2016-10-01,1,0,Late delivery,1,1
32565,13019,SHP-2,2015-07-10,2015-07-10,0,0,Shipping on time,0,0
157547,63009,SHP-2,2017-07-08,2017-07-09,1,0,Late delivery,1,1
110769,44371,SHP-2,2016-10-09,2016-10-10,1,0,Late delivery,1,1
42015,16813,SHP-2,2015-09-03,2015-09-03,0,0,Shipping on time,0,0
161381,64563,SHP-2,2017-07-31,2017-07-31,0,0,Shipping on time,0,0
38226,15289,SHP-2,2015-08-12,2015-08-12,0,0,Shipping on time,0,0
39315,15723,SHP-2,2015-08-18,2015-08-19,1,0,Late delivery,1,1
167377,66960,SHP-2,2017-09-04,2017-09-04,0,0,Shipping on time,0,0
108137,43283,SHP-2,2016-09-23,2016-09-24,1,0,Late delivery,1,1
29170,11666,SHP-2,2015-06-20,2015-06-20,0,0,Shipping on time,0,0
134142,53659,SHP-2,2017-02-22,2017-02-22,0,0,Shipping on time,0,0
9985,4019,SHP-2,2015-02-28,2015-03-01,1,0,Late delivery,1,1
134976,53985,SHP-2,2017-02-27,2017-02-27,0,0,Shipping on time,0,0
153949,61569,SHP-2,2017-06-17,2017-06-18,1,0,Late delivery,1,1
150533,60157,SHP-2,2017-05-28,2017-05-28,0,0,Shipping on time,0,0
132738,53112,SHP-2,2017-02-14,2017-02-14,0,0,Shipping on time,0,0
135326,54120,SHP-2,2017-03-01,2017-03-01,0,0,Shipping on time,0,0
129748,51929,SHP-2,2017-01-28,2017-01-28,0,0,Shipping on time,0,0
821,330,SHP-2,2015-01-05,2015-01-06,1,0,Late delivery,1,1
131688,52679,SHP-2,2017-02-07,2017-02-08,1,0,Late delivery,1,1
10393,4163,SHP-2,2015-03-02,2015-03-03,1,0,Late delivery,1,1
17267,6896,SHP-2,2015-04-11,2015-04-12,1,0,Late delivery,1,1
13336,5335,SHP-2,2015-03-19,2015-03-20,1,0,Late delivery,1,1
57111,22816,SHP-2,2015-11-30,2015-11-30,0,0,Shipping on time,0,0
75315,30131,SHP-2,2016-03-15,2016-03-16,1,0,Late delivery,1,1
58534,23396,SHP-2,2015-12-08,2015-12-09,1,0,Late delivery,1,1
127565,51039,SHP-2,2017-01-15,2017-01-15,0,0,Shipping on time,0,0
127496,51011,SHP-2,2017-01-14,2017-01-15,1,0,Late delivery,1,1
61979,24741,SHP-2,2015-12-28,2015-12-28,0,0,Shipping on time,0,0
60163,24046,SHP-2,2015-12-18,2015-12-18,0,0,Shipping on time,0,0
76265,30504,SHP-2,2016-03-21,2016-03-21,0,0,Shipping on time,0,0
65996,26367,SHP-2,2016-01-20,2016-01-21,1,0,Late delivery,1,1
66530,26571,SHP-2,2016-01-23,2016-01-24,1,0,Late delivery,1,1
104677,41933,SHP-2,2016-09-04,2016-09-04,0,0,Shipping on time,0,0
68998,27564,SHP-2,2016-02-07,2016-02-07,0,0,Shipping on time,0,0
71365,28517,SHP-2,2016-02-21,2016-02-21,0,0,Shipping on time,0,0
77568,31038,SHP-2,2016-03-29,2016-03-29,0,0,Shipping on time,0,0
110066,44061,SHP-2,2016-10-05,2016-10-05,0,0,Shipping on time,0,0
98477,39442,SHP-2,2016-07-29,2016-07-30,1,0,Late delivery,1,1
89328,35771,SHP-2,2016-06-06,2016-06-06,0,0,Shipping on time,0,0
88783,35551,SHP-2,2016-06-02,2016-06-03,1,0,Late delivery,1,1
95481,38249,SHP-2,2016-07-12,2016-07-12,0,0,Shipping on time,0,0
93272,37365,SHP-2,2016-06-29,2016-06-29,0,0,Shipping on time,0,0
97887,39213,SHP-2,2016-07-26,2016-07-26,0,0,Shipping on time,0,0
103005,41266,SHP-2,2016-08-25,2016-08-25,0,0,Shipping on time,0,0
88983,35632,SHP-2,2016-06-04,2016-06-04,0,0,Shipping on time,0,0
90989,36438,SHP-2,2016-06-15,2016-06-16,1,0,Late delivery,1,1
85044,34068,SHP-2,2016-05-12,2016-05-12,0,0,Shipping on time,0,0
125694,50300,SHP-2,2017-01-04,2017-01-04,0,0,Shipping on time,0,0
116203,46475,SHP-2,2016-11-09,2016-11-09,0,0,Shipping on time,0,0
117002,46797,SHP-2,2016-11-14,2016-11-14,0,0,Shipping on time,0,0
113254,45327,SHP-2,2016-10-23,2016-10-24,1,0,Late delivery,1,1
113102,45270,SHP-2,2016-10-22,2016-10-23,1,0,Late delivery,1,1
126434,50594,SHP-2,2017-01-08,2017-01-09,1,0,Late delivery,1,1
117000,46796,SHP-2,2016-11-14,2016-11-14,0,0,Shipping on time,0,0
166145,66462,SHP-2,2017-08-28,2017-08-28,0,0,Shipping on time,0,0
32567,13019,SHP-2,2015-07-10,2015-07-10,0,0,Shipping on time,0,0
167441,66985,SHP-2,2017-09-04,2017-09-05,1,0,Late delivery,1,1
38223,15288,SHP-2,2015-08-12,2015-08-12,0,0,Shipping on time,0,0
38228,15289,SHP-2,2015-08-12,2015-08-12,0,0,Shipping on time,0,0
34872,13935,SHP-2,2015-07-23,2015-07-23,0,0,Shipping on time,0,0
110771,44371,SHP-2,2016-10-09,2016-10-10,1,0,Late delivery,1,1
32166,12866,SHP-2,2015-07-07,2015-07-08,1,0,Late delivery,1,1
158691,63484,SHP-2,2017-07-15,2017-07-16,1,0,Late delivery,1,1
9981,4019,SHP-2,2015-02-28,2015-03-01,1,0,Late delivery,1,1
10353,4145,SHP-2,2015-03-02,2015-03-02,0,0,Shipping on time,0,0
9788,3940,SHP-2,2015-02-27,2015-02-28,1,0,Late delivery,1,1
144113,57612,SHP-2,2017-04-20,2017-04-21,1,0,Late delivery,1,1
9180,3688,SHP-2,2015-02-23,2015-02-24,1,0,Late delivery,1,1
145774,58260,SHP-2,2017-04-30,2017-04-30,0,0,Shipping on time,0,0
145773,58260,SHP-2,2017-04-30,2017-04-30,0,0,Shipping on time,0,0
9984,4019,SHP-2,2015-02-28,2015-03-01,1,0,Late delivery,1,1
11908,4753,SHP-2,2015-03-11,2015-03-11,0,0,Shipping on time,0,0
22615,9069,SHP-2,2015-05-13,2015-05-13,0,0,Shipping on time,0,0
152950,61145,SHP-2,2017-06-11,2017-06-12,1,0,Late delivery,1,1
134990,53990,SHP-2,2017-02-27,2017-02-27,0,0,Shipping on time,0,0
131687,52679,SHP-2,2017-02-07,2017-02-08,1,0,Late delivery,1,1
136848,54721,SHP-2,2017-03-09,2017-03-10,1,0,Late delivery,1,1
149406,59706,SHP-2,2017-05-21,2017-05-22,1,0,Late delivery,1,1
149120,59580,SHP-2,2017-05-19,2017-05-20,1,0,Late delivery,1,1
16473,6592,SHP-2,2015-04-07,2015-04-07,0,0,Shipping on time,0,0
24320,9736,SHP-2,2015-05-23,2015-05-23,0,0,Shipping on time,0,0
16474,6592,SHP-2,2015-04-07,2015-04-07,0,0,Shipping on time,0,0
18370,7329,SHP-2,2015-04-17,2015-04-18,1,0,Late delivery,1,1
138333,55320,SHP-2,2017-03-18,2017-03-19,1,0,Late delivery,1,1
147662,58988,SHP-2,2017-05-11,2017-05-11,0,0,Shipping on time,0,0
17268,6896,SHP-2,2015-04-11,2015-04-12,1,0,Late delivery,1,1
57442,22947,SHP-2,2015-12-01,2015-12-02,1,0,Late delivery,1,1
75312,30131,SHP-2,2016-03-15,2016-03-16,1,0,Late delivery,1,1
56106,22420,SHP-2,2015-11-24,2015-11-24,0,0,Shipping on time,0,0
76761,30733,SHP-2,2016-03-24,2016-03-25,1,0,Late delivery,1,1
58533,23396,SHP-2,2015-12-08,2015-12-09,1,0,Late delivery,1,1
72931,29142,SHP-2,2016-03-01,2016-03-01,0,0,Shipping on time,0,0
77262,30914,SHP-2,2016-03-27,2016-03-27,0,0,Shipping on time,0,0
77259,30914,SHP-2,2016-03-27,2016-03-27,0,0,Shipping on time,0,0
66522,26569,SHP-2,2016-01-23,2016-01-24,1,0,Late delivery,1,1
72690,29054,SHP-2,2016-02-29,2016-02-29,0,0,Shipping on time,0,0
63076,25166,SHP-2,2016-01-03,2016-01-03,0,0,Shipping on time,0,0
127564,51039,SHP-2,2017-01-15,2017-01-15,0,0,Shipping on time,0,0
60126,24030,SHP-2,2015-12-17,2015-12-18,1,0,Late delivery,1,1
109292,43763,SHP-2,2016-09-30,2016-10-01,1,0,Late delivery,1,1
72689,29054,SHP-2,2016-02-29,2016-02-29,0,0,Shipping on time,0,0
71363,28517,SHP-2,2016-02-21,2016-02-21,0,0,Shipping on time,0,0
89928,36020,SHP-2,2016-06-09,2016-06-10,1,0,Late delivery,1,1
99081,39718,SHP-2,2016-08-02,2016-08-03,1,0,Late delivery,1,1
91849,36806,SHP-2,2016-06-21,2016-06-21,0,0,Shipping on time,0,0
117005,46799,SHP-2,2016-11-14,2016-11-14,0,0,Shipping on time,0,0
113781,45532,SHP-2,2016-10-26,2016-10-27,1,0,Late delivery,1,1
113778,45532,SHP-2,2016-10-26,2016-10-27,1,0,Late delivery,1,1
119917,47948,SHP-2,2016-11-30,2016-12-01,1,0,Late delivery,1,1
126436,50594,SHP-2,2017-01-08,2017-01-09,1,0,Late delivery,1,1
113252,45327,SHP-2,2016-10-23,2016-10-24,1,0,Late delivery,1,1
109283,43761,SHP-2,2016-09-30,2016-10-01,1,0,Late delivery,1,1
31095,12428,SHP-2,2015-07-01,2015-07-01,0,0,Shipping on time,0,0
31094,12428,SHP-2,2015-07-01,2015-07-01,0,0,Shipping on time,0,0
154668,61873,SHP-2,2017-06-22,2017-06-22,0,0,Shipping on time,0,0
32568,13019,SHP-2,2015-07-10,2015-07-10,0,0,Shipping on time,0,0
163792,65532,SHP-2,2017-08-14,2017-08-15,1,0,Late delivery,1,1
113216,45312,SHP-2,2016-10-23,2016-10-23,0,0,Shipping on time,0,0
48312,19321,SHP-2,2015-10-10,2015-10-10,0,0,Shipping on time,0,0
38227,15289,SHP-2,2015-08-12,2015-08-12,0,0,Shipping on time,0,0
110772,44371,SHP-2,2016-10-09,2016-10-10,1,0,Late delivery,1,1
43301,17324,SHP-2,2015-09-10,2015-09-11,1,0,Late delivery,1,1
